Rooms,Brand,Extended Stay,Parent Company,Property Name,Market Name,Submarket Name,Hotel Class,Scale,Operation Type,Constr Status,Operational Status,Expansion Rooms,Expansion Status Month,Expansion Status Year,Expansion Status,Property Address,City,State,Zip,Year Built,Year Renovated,Hotel Open Date,Data Participation,Mtg Rooms,Total Mtg Space,Max Contig Mtg Space,Hotel Location Type,Secondary Type,All-Inclusive,All-Suites,Primary Corridors,Number Of Stories,Number Of Parking Spaces,Parking Spaces/Room,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Segment,Lat,Long
22,,,,Hotel Wauseon,Ohio Area,Toledo,Midscale,Independent,Independent,Existing,Permanently Closed,,,,,8225 State Route 108,Wauseon,OH,43567,1956,,01/01/1990,,,,,Interstate,Hotel,No,No,Exterior,1,45,2.045454545,04/04/2011,39051C0200D,39051C,0200D,No,100-year and 500-year Floodplain,Midscale,41.546069,-84.136205
54,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Streetsboro,Ohio Area,Akron,Midscale,Midscale,Franchise,Existing,Open,,,,,9420 State Route 14,Streetsboro,OH,44241-5226,1993,,01/01/1994,Monthly,,,,Interstate,Hotel,No,No,Interior,3,75,1.388888889,08/18/2009,39133C0126D,39133C,0126D,No,100-year and 500-year Floodplain,Midscale,41.241546,-81.352134
7,,,,Le Chateau Pier,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,195 State Route 151,Smithfield,OH,43948,1843,2009,06/01/2017,,1,1800,1800,Small Metro/Town,Bed and Breakfast,No,No,Interior,2,12,1.714285714,05/04/2009,39067C0250D,39081C,0250D,No,100-year and 500-year Floodplain,Midscale,40.270903,-80.781473
58,Sleep Inn,0,"Choice Hotels International, Inc.",Sleep Inn Bolivar,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,11155 State Route 212 NE,Bolivar,OH,44612,1996,,05/01/1996,Monthly,1,400,400,Interstate,Hotel,No,No,Interior,3,100,1.724137931,09/29/2011,39151C0364E,39157C,0364E,Yes,100-year Floodplain,Midscale,40.650061,-81.452061
5,,,,Hope Cabins,Columbus,Columbus Rural Areas,Midscale,Independent,Independent,Existing,Open,,,,,5310 State Route 288,Galion,OH,44833-9673,1980,,,,1,1800,1800,Small Metro/Town,Hotel,No,Yes,Exterior,1,7,1.4,01/19/2011,39033C0260D,39117C,0260D,No,100-year and 500-year Floodplain,Midscale,40.733795,-82.789647
46,,,,Zinck's Inn,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,4703 State Route 39,Millersburg,OH,44654-9658,1999,,06/01/1999,,,,,Small Metro/Town,Hotel,No,No,Interior,2,,,12/02/2008,39075C0225D,39075C,0225D,No,100-year and 500-year Floodplain,Midscale,40.554507,-81.91792
75,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Dover,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,2024 State Route 39 NW,Dover,OH,44622-7417,1995,2013,05/01/1995,Monthly,1,768,768,Interstate,Hotel,No,No,Interior,2,107,1.426666667,07/22/2010,39157C0165D,39157C,0165D,Yes,100-year Floodplain,Midscale,40.527746,-81.494946
6,,,,Dream Horse Guesthouse,Ohio Area,Youngstown/Warren,Midscale,Independent,Independent,Existing,Permanently Closed,,,,,9532 State Route 7,Kinsman,OH,44428,1920,2004,,,,,,Small Metro/Town,Bed and Breakfast,No,No,Interior,2,12,2,08/16/2012,42039C0700D,39155C,0700D,No,100-year and 500-year Floodplain,Midscale,41.479818,-80.569762
100,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Gallipolis,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,577 State Route 7 N,Gallipolis,OH,45631-5921,1972,2008,12/01/1972,Monthly,1,2970,2970,Small Metro/Town,Hotel,No,No,Interior,2,242,2.42,12/03/2013,54053C0135C,39053C,0135C,Yes,100-year Floodplain,Midscale,38.809803,-82.202369
104,Extended Stay America Suites,Extended Stay,Extended Stay America,Extended Stay America Columbus NE I-27,Columbus,Columbus Airport Area,Midscale,Midscale,Chain Management,Existing,Open,,,,,4200 Stelzer Rd,Columbus,OH,43230,1998,,03/01/1999,Monthly,,,,Suburban,Hotel,No,Yes,Interior,3,120,1.153846154,06/17/2008,39049C0191K,39049C,0191K,No,100-year and 500-year Floodplain,Midscale,40.05992,-82.910161
67,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Grove City - Columbus South,Columbus,Columbus Rural Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,1800 Stringtown Rd,Grove City,OH,43123,1997,,04/01/1998,Monthly,,,,Suburban,Hotel,No,No,Interior,3,76,1.134328358,06/17/2008,39049C0318K,39049C,0318K,No,100-year and 500-year Floodplain,Midscale,39.878824,-83.043774
61,Best Western,0,BWH Hotels,Best Western Sycamore Inn,"Cincinnati, OH",Cincinnati Northwest,Midscale,Midscale,Franchise,Existing,Open,,,,,6 E Sycamore St,Oxford,OH,45056-1212,1990,2016,02/01/1991,Monthly,0,0,0,Small Metro/Town,Hotel,No,No,Interior,2,60,0.983606557,10/19/2018,39017C0038F,39017C,0038F,No,100-year and 500-year Floodplain,Midscale,39.515655,-84.741697
122,Sonesta Simply Suites,Extended Stay,Sonesta International Hotels Corp,Sonesta Simply Suites Columbus Airport Gahanna,Columbus,Columbus Airport Area,Midscale,Midscale,Franchise,Existing,Open,,,,,590 Taylor Rd,Gahanna,OH,43230,1999,2011,05/01/1999,Monthly,,,,Airport,Hotel,No,Yes,Interior,3,132,1.081967213,06/17/2008,39049C0213K,39049C,0213K,No,100-year and 500-year Floodplain,Midscale,40.003514,-82.860338
76,MainStay Suites,Extended Stay,"Choice Hotels International, Inc.",MainStay Suites Cincinnati Blue Ash,"Cincinnati, OH",Sharonville/Blue Ash,Midscale,Midscale,Franchise,Existing,Open,,,,,10665 Techwood Cir,Cincinnati,OH,45242-2846,1997,2014,05/01/1997,Monthly,,,,Suburban,Hotel,No,Yes,Interior,3,86,1.131578947,02/17/2010,39061C0094E,39061C,0094E,No,100-year and 500-year Floodplain,Midscale,39.101454,-84.51246
68,Extended Stay America Suites,Extended Stay,Extended Stay America,Extended Stay America Findlay - Tiffin Avenue,Ohio Area,Lima/Findlay,Midscale,Midscale,Chain Management,Existing,Open,,,,,2355 Tiffin Ave,Findlay,OH,45840,1999,,01/01/1999,Monthly,1,315,315,Small Metro/Town,Hotel,No,Yes,Interior,3,70,1.029411765,06/02/2011,39063C0236E,39063C,0236E,No,100-year and 500-year Floodplain,Midscale,41.055206,-83.596688
125,Extended Stay America Suites,Extended Stay,Extended Stay America,Extended Stay America Toledo - Holland,Ohio Area,Toledo,Midscale,Midscale,Chain Management,Existing,Open,,,,,6155 Trust Dr,Holland,OH,43528,1996,,01/01/1997,Monthly,,,,Suburban,Hotel,No,Yes,Interior,3,160,1.28,09/02/2011,39173C0005D,39095C,0005D,No,100-year and 500-year Floodplain,Midscale,41.621718,-83.711604
41,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn & Suites Dublin,Columbus,Dublin/I-270 West,Midscale,Midscale,Franchise,Existing,Open,,,,,3950 Tuller Rd,Dublin,OH,43017,1988,2010,01/01/1989,Monthly,,,,Suburban,Hotel,No,Yes,Interior,2,49,1.195121951,06/17/2008,39049C0151K,39049C,0151K,No,100-year and 500-year Floodplain,Midscale,40.10839,-83.097295
82,Extended Stay America Suites,Extended Stay,Extended Stay America,Extended Stay America Suites Columbus - Tuttle,Columbus,Dublin/I-270 West,Midscale,Midscale,Franchise,Existing,Open,,,,,5530 Tuttle Crossing Blvd,Dublin,OH,43016,1997,2008,06/01/1998,Monthly,1,560,560,Suburban,Hotel,No,Yes,Interior,3,86,1.048780488,06/18/2010,39097C0100D,39049C,0100D,No,100-year and 500-year Floodplain,Midscale,40.074825,-83.143656
4,,,,Milford Historic Bed and Breakfast,"Cincinnati, OH",Cincinnati Northeast,Midscale,Independent,Independent,Existing,Open,,,,,1311 US 50,Milford,OH,45150,1840,,,,,,,Suburban,Bed and Breakfast,No,No,Interior,2,3,0.75,03/16/2006,39025C0138G,39025C,0138G,Yes,100-year Floodplain,Midscale,39.133849,-84.2308
31,,,,Travel Inn,Columbus,Columbus Rural Areas,Midscale,Independent,Independent,Existing,Open,,,,,1001 US Highway 23 N,Delaware,OH,43015-7998,1970,,,,,,,Suburban,Hotel,No,No,Exterior,2,39,1.258064516,12/21/2023,39041C0104M,39041C,0104M,No,100-year and 500-year Floodplain,Midscale,40.298672,-83.067965
59,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn & Suites Circleville,Columbus,Columbus Rural Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,24517 US Highway 23 S,Circleville,OH,43113,1994,1996,06/01/1994,Monthly,1,540,540,Small Metro/Town,Hotel,No,No,Interior,2,81,1.372881356,07/22/2010,39129C0325J,39129C,0325J,No,100-year and 500-year Floodplain,Midscale,39.600618,-82.946013
60,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Ashland East,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,741 US Highway 250,Ashland,OH,44805-8952,1996,2013,08/01/1996,Monthly,0,0,0,Interstate,Hotel,No,No,Interior,2,80,1.333333333,08/18/2009,39005C0130E,39005C,0130E,No,100-year and 500-year Floodplain,Midscale,40.868615,-82.317594
80,FairBridge Inn Express,0,Fairbridge Hotels International,"FairBridge Inn Express, London",Columbus,Columbus Rural Areas,Midscale,Midscale,Franchise,Existing,Open,,,,,870 US-42 NE,London,OH,43140,1987,,06/01/1989,,,,,Interstate,Hotel,No,No,Exterior,1,70,0.875,06/18/2010,39097C0150D,39097C,0150D,No,100-year and 500-year Floodplain,Midscale,39.886449,-83.448253
72,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn & Suites North Polaris,Columbus,Columbus North,Midscale,Midscale,Franchise,Existing,Open,,,,,7500 Vantage Dr,Columbus,OH,43235,1991,2004,03/01/1992,Monthly,1,135,135,Suburban,Hotel,No,No,Interior,2,99,1.375,06/17/2008,39049C0157K,39049C,0157K,No,100-year and 500-year Floodplain,Midscale,40.115977,-83.014472
66,Wingate by Wyndham,0,Wyndham Hotels & Resorts,Wingate by Wyndham Mansfield OH,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,2069 Walker Lake Rd,Mansfield,OH,44906,2003,2024,09/01/2003,Monthly,1,171,171,Suburban,Hotel,No,No,Interior,3,70,1.060606061,04/04/2011,39139C0140E,39139C,0140E,No,100-year and 500-year Floodplain,Midscale,40.786848,-82.588044
64,,,,Coshocton Village Inn & Suites,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,115 N Water St,Coshocton,OH,43812,1998,,06/01/1998,,3,2612,2310,Small Metro/Town,Hotel,No,No,Interior,3,100,1.5625,03/02/2010,39031C0215C,39031C,0215C,Yes,100-year Floodplain,Midscale,40.274553,-81.87111
100,Tru by Hilton,0,Hilton Worldwide,Tru by Hilton Mason King's Island,"Cincinnati, OH",Cincinnati Northeast,Midscale,Midscale,Franchise,Existing,Open,,,,,2720 Water Park Dr,Mason,OH,45040,2019,,07/30/2019,Monthly & Daily,,,,Suburban,Hotel,No,No,Interior,4,,,04/23/2025,39165C0207F,39165C,0207F,No,100-year and 500-year Floodplain,Midscale,39.359979,-84.265713
70,Baymont,0,Wyndham Hotels & Resorts,Baymont by Wyndham Mason,"Cincinnati, OH",Cincinnati Northeast,Midscale,Midscale,Franchise,Existing,Open,,,,,2793 Water Park Dr,Mason,OH,45040,1999,,06/01/1999,Monthly,1,625,625,Suburban,Hotel,No,No,Exterior,3,,,04/23/2025,39165C0207F,39165C,0207F,No,100-year and 500-year Floodplain,Midscale,39.358469,-84.265921
93,Hawthorn Suites by Wyndham,Extended Stay,Wyndham Hotels & Resorts,Hawthorn Extended Stay by Wyndham Cincinnati NE/Mason,"Cincinnati, OH",Cincinnati Northeast,Midscale,Midscale,Franchise,Existing,Open,,,,,9369 Waterstone Blvd,Cincinnati,OH,45249,1998,2019,02/01/1999,Monthly,,,,Suburban,Hotel,No,Yes,Interior,3,87,0.935483871,04/23/2025,39165C0220F,39165C,0220F,No,100-year and 500-year Floodplain,Midscale,39.101454,-84.51246
51,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn & Suites Columbus West - Hilliard,Columbus,Dublin/I-270 West,Midscale,Midscale,Franchise,Existing,Open,,,,,2340 Westbelt Dr,Columbus,OH,43228,1999,2005,10/01/1999,Monthly,1,360,360,Suburban,Hotel,No,No,Interior,3,69,1.352941176,06/17/2008,39049C0163K,39049C,0163K,No,100-year and 500-year Floodplain,Midscale,40.001233,-83.12359
96,Best Western,0,BWH Hotels,Best Western Clermont,"Cincinnati, OH",Cincinnati Northeast,Midscale,Midscale,Franchise,Existing,Open,,,,,4004 Williams Dr,Cincinnati,OH,45255,1987,,11/01/1988,Monthly,,,,Suburban,Hotel,No,No,Exterior,2,115,1.197916667,08/08/8888,21037C0075E,39025C,0075E,No,100-year and 500-year Floodplain,Midscale,39.068637,-84.301749
52,,,,The Inn @ Amish Door,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,1210 Winesburg St,Wilmot,OH,44689,1977,,06/01/1977,,3,5000,5000,Small Metro/Town,Hotel,No,No,Interior,3,,,09/29/2011,39151C0319E,39151C,0319E,No,100-year and 500-year Floodplain,Midscale,40.656313,-81.635511
85,Best Western,0,BWH Hotels,Best Western Falcon Plaza,Ohio Area,Toledo,Midscale,Midscale,Franchise,Existing,Open,,,,,1450 E Wooster St,Bowling Green,OH,43402,1965,2017,06/01/1965,Monthly & Daily,2,1730,1080,Interstate,Hotel,No,No,Exterior,2,103,1.211764706,09/02/2011,39173C0260D,39173C,0260D,No,100-year and 500-year Floodplain,Midscale,41.374452,-83.630742
57,Ramada,0,Wyndham Hotels & Resorts,Ramada by Wyndham Strasburg Dover,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,509 S Wooster Ave,Strasburg,OH,44680,1997,2013,04/01/1998,Monthly,2,897,897,Interstate,Hotel,No,No,Interior,3,90,1.578947368,07/22/2010,39157C0134D,39157C,0134D,No,100-year and 500-year Floodplain,Midscale,40.59252,-81.52536
56,,,,Royalton Inn & Suites,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,1726 E Wyandot Ave,Upper Sandusky,OH,43351,1995,2003,04/01/1995,,1,400,400,Small Metro/Town,Hotel,No,No,Interior,2,63,1.125,,,,,No,,Midscale,40.833342,-83.246019
12,,,,The Springs Motel,"Dayton/Springfield, OH",Springfield and Surrounding,Midscale,Independent,Independent,Existing,Open,,,,,1801 Xenia Ave,Yellow Springs,OH,45387,1953,,06/01/2015,,,,,Suburban,Hotel,No,No,Exterior,1,20,1.666666667,03/08/2022,39057C0045E,39057C,0045E,No,100-year and 500-year Floodplain,Midscale,39.787729,-83.90127
88,Ramada,0,Wyndham Hotels & Resorts,Ramada Xenia,"Dayton/Springfield, OH",Springfield and Surrounding,Midscale,Midscale,Franchise,Existing,Permanently Closed,,,,,300 Xenia Towne Sq,Xenia,OH,45385,1984,,06/01/1984,,2,1500,1500,Suburban,Hotel,No,No,Interior,4,110,1.25,03/08/2022,39057C0145E,39057C,0145E,No,100-year and 500-year Floodplain,Midscale,39.684782,-83.929653
40,,,,Travel Inn,Ohio Area,Ohio South Area,Midscale,Independent,Independent,Existing,Open,,,,,2009 B Michigan St,Sidney,OH,45365-9074,2018,,11/01/2018,,,,,Interstate,Hotel,No,No,Interior,2,96,2.4,04/02/2015,39149C0166D,39149C,0166D,No,100-year and 500-year Floodplain,Midscale,40.288213,-84.161384
97,Tru by Hilton,0,Hilton Worldwide,Tru by Hilton Columbus Airport,Columbus,Columbus Airport Area,Midscale,Midscale,Franchise,Existing,Open,,,,,2845 Airport Dr,Columbus,OH,43219,2020,,08/24/2020,Monthly & Daily,,,,Airport,Hotel,No,No,Interior,4,60,0.618556701,06/17/2008,39049C0331K,39049C,0331K,No,100-year and 500-year Floodplain,Midscale,39.998682,-82.932834
58,Baymont,0,Wyndham Hotels & Resorts,Baymont by Wyndham Washington Court House,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,11431 Allen Rd NW,Jeffersonville,OH,43128-9773,1994,2004,10/01/1994,Monthly,1,250,250,Interstate,Hotel,No,No,Interior,2,76,1.310344828,,,,,No,,Midscale,39.653672,-83.563809
5,,,,Hotel Royal,Ohio Area,Toledo,Midscale,Independent,Independent,Existing,Open,,,,,337 Broadway St,Toledo,OH,43604,1900,2024,01/01/1900,,,,,Suburban,Hotel,No,No,Interior,3,7,1.4,02/22/2024,39095C0093F,39095C,0093F,No,100-year and 500-year Floodplain,Midscale,41.640786,-83.542586
74,Spark by Hilton,0,Hilton Worldwide,Spark by Hilton Cleveland Beachwood,"Cleveland, OH",Willoughby/Beachwood,Midscale,Midscale,Franchise,Existing,Open,,,,,26300 Chagrin Blvd,Beachwood,OH,44122,1965,2025,06/01/1965,Monthly & Daily,,0,0,Suburban,Hotel,No,No,Interior,,259,3.5,12/03/2010,39035C0228E,39035C,0228E,No,100-year and 500-year Floodplain,Midscale,41.46433,-81.493795
84,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Upper Sandusky,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,105 Comfort Dr,Upper Sandusky,OH,43351,1988,,02/01/1988,Monthly,1,504,504,Small Metro/Town,Hotel,No,No,Interior,2,,,,,,,No,,Midscale,40.835653,-83.244765
25,,,,Park Hotel,Ohio Area,Sandusky/Port Clinton,Midscale,Independent,Independent,Existing,Open,,,,,234 Delaware St,Put In Bay,OH,43456-6624,1875,,01/01/1875,,,,,Small Metro/Town,Hotel,No,No,Interior,3,,,12/01/2022,39123C0014D,39123C,0014D,No,100-year and 500-year Floodplain,Midscale,41.651888,-82.818681
33,,,,Dutch Host Inn,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,1021 Dover Rd,Sugarcreek,OH,44681-7664,1974,,06/01/1974,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,07/22/2010,39157C0138D,39157C,0138D,No,100-year and 500-year Floodplain,Midscale,40.508786,-81.61861
74,,,,Kautilya Zanesville Hotel,Ohio Area,Ohio South Area,Midscale,Independent,Independent,Existing,Permanently Closed,,,,,4645 East Pike,Zanesville,OH,43701-9536,1963,2018,08/01/1963,,,,,Interstate,Hotel,No,No,Interior,2,174,2.351351351,07/06/2010,39119C0310G,39119C,0310G,No,100-year and 500-year Floodplain,Midscale,39.964911,-81.905822
64,,,,Ameristay Inn & Suites,Ohio Area,Ohio South Area,Midscale,Independent,Independent,Existing,Open,,,,,800 W Emmitt Ave,Waverly,OH,45690,2003,,01/01/2003,,1,350,350,Small Metro/Town,Hotel,No,No,Interior,2,,,11/04/2010,39131C0226C,39131C,0226C,Yes,100-year Floodplain,Midscale,39.115312,-82.997208
98,Tru by Hilton,0,Hilton Worldwide,Tru by Hilton Huber Heights Dayton,"Dayton/Springfield, OH",Dayton North/Fairborn,Midscale,Midscale,Franchise,Existing,Open,,,,,7000 Executive Blvd,Huber Heights,OH,45424,2019,,07/09/2019,Monthly & Daily,,,,Suburban,Hotel,No,No,Interior,4,,,03/17/2011,39057C0005D,39113C,0005D,No,100-year and 500-year Floodplain,Midscale,39.87205,-84.099242
52,,,,Caldwell Inn,Ohio Area,Ohio South Area,Midscale,Independent,Independent,Existing,Permanently Closed,,,,,44128 Fairground Rd,Caldwell,OH,43724,1996,2012,05/01/1996,,1,780,780,Interstate,Hotel,No,No,Interior,2,92,1.769230769,09/19/2012,39115C0225D,39121C,0225D,Yes,100-year Floodplain,Midscale,39.745495,-81.523943
7,,,,Walk In The Water Cottages,Ohio Area,Sandusky/Port Clinton,Midscale,Independent,Independent,Existing,Permanently Closed,,,,,11917 W Lake Rd,Vermilion,OH,44089-3033,1950,,,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,13,1.857142857,09/01/2022,39043C0145F,39043C,0145F,Yes,100-year Floodplain,Midscale,41.421989,-82.364607
51,,,,Countryside Inn & Suites,"Cincinnati, OH",Cincinnati Northeast,Midscale,Independent,Independent,Existing,Open,,,,,100 Leininger St,Mount Orab,OH,45154-8354,1999,,06/01/1999,,1,910,910,Small Metro/Town,Hotel,No,No,Interior,2,,,09/29/2010,39015C0150D,39015C,0150D,No,100-year and 500-year Floodplain,Midscale,39.044912,-83.919309
52,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Jackson,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,605 E Main St,Jackson,OH,45640,1986,2000,02/01/1987,Monthly,3,1585,660,Small Metro/Town,Hotel,No,No,Interior,2,56,1.076923077,12/18/2009,39079C0142K,39079C,0142K,Yes,100-year Floodplain,Midscale,39.044995,-82.631023
92,Candlewood Suites,Extended Stay,IHG Hotels & Resorts,Candlewood Suites St Clairsville-Wheeling Area,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,67689 Mall Ring Rd,Saint Clairsville,OH,43950-1708,1990,,07/01/2015,Monthly,1,360,360,Interstate,Hotel,No,Yes,Interior,5,,,04/05/2006,39013C0203E,39013C,0203E,No,100-year and 500-year Floodplain,Midscale,40.080627,-80.900092
54,,,,Fountain Inn,Ohio Area,Sandusky/Port Clinton,Midscale,Independent,Independent,Existing,Open,,,,,225 Maple Ave,Lakeside,OH,43440,1973,,06/01/1973,,1,700,700,Small Metro/Town,Hotel,No,No,Interior,3,,,12/01/2022,39123C0170D,39123C,0170D,No,100-year and 500-year Floodplain,Midscale,41.544459,-82.750671
64,My Place,Extended Stay,My Place Hotels of America,My Place Marion,Ohio Area,Ohio North Area,Midscale,Midscale,Chain Management,Existing,Open,,,,,299 McMahan Blvd,Marion,OH,43302-0002,2020,,10/01/2020,Monthly,,,,Small Metro/Town,Hotel,No,Yes,Interior,3,73,1.140625,12/21/2023,39101C0210E,39101C,0210E,No,100-year and 500-year Floodplain,Midscale,40.583963,-83.083386
71,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Sidney,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,1959 W Michigan St,Sidney,OH,45365,1989,1995,12/01/1989,Monthly,1,576,576,Interstate,Hotel,No,No,Interior,2,,,04/02/2015,39149C0166D,39149C,0166D,No,100-year and 500-year Floodplain,Midscale,40.287902,-84.178096
84,Baymont,0,Wyndham Hotels & Resorts,Baymont by Wyndham Dayton North,"Dayton/Springfield, OH",Dayton North/Fairborn,Midscale,Midscale,Franchise,Existing,Open,,,,,6960B Miller Ln,Dayton,OH,45414-2657,1989,2022,12/31/2021,Monthly,1,250,250,Suburban,Hotel,No,No,Interior,3,150,1.785714286,01/06/2005,39113C0152E,39113C,0152E,No,100-year and 500-year Floodplain,Midscale,39.758948,-84.191607
93,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn & Suites Zanesville,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,500 Monroe St,Zanesville,OH,43701,1986,,05/01/1986,Monthly,1,888,408,Interstate,Hotel,No,No,Interior,2,,,07/06/2010,39119C0305G,39119C,0305G,No,100-year and 500-year Floodplain,Midscale,39.945639,-81.999385
97,Hawthorn Suites by Wyndham,Extended Stay,Wyndham Hotels & Resorts,Hawthorn Extended Stay by Wyndham Saint Clairsville,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,51110 National Rd,Saint Clairsville,OH,43950-9118,2016,,03/01/2016,Monthly & Daily,1,875,875,Interstate,Hotel,No,Yes,Interior,3,130,1.340206186,04/05/2006,39013C0203E,39013C,0203E,No,100-year and 500-year Floodplain,Midscale,40.076434,-80.866313
41,Best Western,0,BWH Hotels,Best Western Port Clinton,Ohio Area,Sandusky/Port Clinton,Midscale,Midscale,Franchise,Existing,Open,,,,,1734 E Perry St,Port Clinton,OH,43452,1990,2012,06/01/1990,Monthly,,,,Small Metro/Town,Hotel,No,No,Interior,2,52,1.268292683,12/01/2022,39123C0143D,39123C,0143D,Yes,100-year Floodplain,Midscale,41.513793,-82.917626
99,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Chillicothe,Ohio Area,Ohio South Area,Midscale,Midscale,Franchise,Existing,Open,,,,,20 N Plaza Blvd,Chillicothe,OH,45601-1757,1986,,05/01/1986,Monthly,6,6742,2788,Small Metro/Town,Hotel,No,No,Interior,2,,,12/07/2023,39141C0355E,39141C,0355E,No,500-year Floodplain,Midscale,39.351202,-82.979314
60,,,,Christopher Inn & Suites,Ohio Area,Ohio South Area,Midscale,Independent,Independent,Existing,Open,,,,,30 N Plaza Blvd,Chillicothe,OH,45601,1992,,12/01/1992,,3,1496,1496,Small Metro/Town,Hotel,No,No,Exterior,2,57,0.95,12/07/2023,39141C0355E,39141C,0355E,No,500-year Floodplain,Midscale,39.34995,-82.979024
16,,,,Spruce Hill Inn & Cottages,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,3230 Possum Run Rd,Mansfield,OH,44903,2001,,06/01/2001,,,,,Suburban,Hotel,No,Yes,Exterior,2,,,04/04/2011,39139C0250E,39139C,0250E,No,100-year and 500-year Floodplain,Midscale,40.670337,-82.49856
91,Candlewood Suites,Extended Stay,IHG Hotels & Resorts,Candlewood Suites Cleveland South - Independence,"Cleveland, OH",Cleveland CBD/Independence,Midscale,Midscale,Franchise,Existing,Open,,,,,6125 Rockside Pl,Independence,OH,44131-2257,1974,2020,05/01/2020,Monthly,,0,0,Suburban,Hotel,No,Yes,Interior,5,465,5.10989011,12/03/2010,39035C0194E,39035C,0194E,No,100-year and 500-year Floodplain,Midscale,41.398221,-81.649933
71,Sleep Inn,0,"Choice Hotels International, Inc.",Sleep Inn & Suites Port Clinton,Ohio Area,Sandusky/Port Clinton,Midscale,Midscale,Franchise,Existing,Open,,,,,947 SR N Dr,Port Clinton,OH,43452-3876,1999,2022,07/06/1999,Monthly,0,0,0,Small Metro/Town,Hotel,No,No,Interior,3,94,1.323943662,12/01/2022,39123C0165D,39123C,0165D,No,100-year and 500-year Floodplain,Midscale,41.511995,-82.937692
18,,,,Great Lakes Motel,Ohio Area,Ohio North Area,Midscale,Independent,Independent,Existing,Open,,,,,1737 E State St,Fremont,OH,43420,1962,,06/01/1962,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,06/06/2018,39143C0280D,39143C,0280D,No,100-year and 500-year Floodplain,Midscale,41.346326,-83.109219
117,Quality Inn,0,"Choice Hotels International, Inc.",Quality Inn Montpelier,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,13508 State Route 15,Montpelier,OH,43543,1960,2012,04/01/1974,Monthly,0,0,0,Interstate,Hotel,No,No,Interior,3,281,2.401709402,,,,,No,,Midscale,41.584495,-84.605508
62,Sleep Inn,0,"Choice Hotels International, Inc.",Sleep Inn & Suites Mt. Hope near Auction & Event Center,Ohio Area,Ohio North Area,Midscale,Midscale,Franchise,Existing,Open,,,,,8050 State Route 241,Millersburg,OH,44654,2019,,01/30/2019,Monthly,1,300,300,Small Metro/Town,Hotel,No,No,Interior,4,86,1.387096774,12/02/2008,39075C0225D,39075C,0225D,No,100-year and 500-year Floodplain,Midscale,40.554507,-81.91792
