Rooms,Brand,Extended Stay,Parent Company,Property Name,Market Name,Submarket Name,Hotel Class,Scale,Operation Type,Constr Status,Operational Status,Expansion Rooms,Expansion Status Month,Expansion Status Year,Expansion Status,Property Address,City,State,Zip,Year Built,Year Renovated,Hotel Open Date,Data Participation,Mtg Rooms,Total Mtg Space,Max Contig Mtg Space,Hotel Location Type,Secondary Type,All-Inclusive,All-Suites,Primary Corridors,Number Of Stories,Number Of Parking Spaces,Parking Spaces/Room,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Segment,Lat,Long
98,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn Cleveland - Westlake,"Cleveland, OH",Cleveland Airport/Westlake,Economy,Economy,Franchise,Existing,Open,,,,,29595 Clemens Rd,Westlake,OH,44145,1983,2014,09/01/1983,Monthly,1,80,80,Suburban,Hotel,No,No,Exterior,2,130,1.326530612,08/15/2019,39035C0127F,39035C,0127F,No,100-year and 500-year Floodplain,Economy,41.47043,-81.948021
64,Rodeway Inn,0,"Choice Hotels International, Inc.",Rodeway Inn North Cedar Point,Ohio Area,Sandusky/Port Clinton,Economy,Economy,Franchise,Existing,Open,,,,,1021 Cleveland Rd,Sandusky,OH,44870,1975,,,Monthly,,,,Small Metro/Town,Hotel,No,No,Exterior,2,73,1.140625,09/01/2022,39043C0079E,39043C,0079E,No,100-year and 500-year Floodplain,Economy,41.446958,-82.696247
115,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Sandusky,Ohio Area,Sandusky/Port Clinton,Economy,Economy,Franchise,Existing,Open,,,,,1904 Cleveland Rd,Sandusky,OH,44870,1985,2004,06/01/1985,Monthly,,,,Small Metro/Town,Hotel,No,No,Exterior,2,126,1.095652174,09/01/2022,39043C0083E,39043C,0083E,No,500-year Floodplain,Economy,41.441509,-82.683008
28,,,,Quality Lodge,Ohio Area,Sandusky/Port Clinton,Economy,Independent,Independent,Existing,Open,,,,,2218 Cleveland Rd,Sandusky,OH,44870,1968,,,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,25,0.892857143,09/01/2022,39043C0091E,39043C,0091E,No,100-year and 500-year Floodplain,Economy,41.436554,-82.670166
25,,,,The Explorer Rest & Recreation,Ohio Area,Sandusky/Port Clinton,Economy,Independent,Independent,Existing,Open,,,,,2227 Cleveland Rd,Sandusky,OH,44870,1956,2023,06/01/1956,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,40,1.6,09/01/2022,39043C0091E,39043C,0091E,No,100-year and 500-year Floodplain,Economy,41.437215,-82.668303
66,Knights Inn,0,Sonesta International Hotels Corp,Knights Inn Sandusky,Ohio Area,Sandusky/Port Clinton,Economy,Economy,Franchise,Existing,Permanently Closed,,,,,2405 Cleveland Rd,Sandusky,OH,44870,1993,,06/01/1993,,,,,Small Metro/Town,Hotel,No,No,Interior,2,75,1.136363636,09/01/2022,39043C0091E,39043C,0091E,No,100-year and 500-year Floodplain,Economy,41.434745,-82.662748
134,InTown Suites,Extended Stay,InTown Suites,InTown Suites Cincinnati Northwest,"Cincinnati, OH",Cincinnati Northwest,Economy,Economy,Chain Management,Existing,Open,,,,,7451 Colerain Ave,Cincinnati,OH,45239,1998,,11/01/1998,Monthly,,,,Suburban,Hotel,No,Yes,Interior,3,80,0.597014925,02/17/2010,39061C0204E,39061C,0204E,No,100-year and 500-year Floodplain,Economy,39.180318,-84.566512
50,,,,Red Carpet Inn,"Cincinnati, OH",Cincinnati Northwest,Economy,Independent,Independent,Existing,Open,,,,,8590 Colerain Ave,Cincinnati,OH,45251,1964,,04/01/1964,,,,,Suburban,Hotel,No,No,Exterior,2,60,1.2,02/17/2010,39061C0202E,39061C,0202E,No,100-year and 500-year Floodplain,Economy,39.155574,-84.542897
30,,,,Butler Inn,"Cincinnati, OH",Cincinnati Northwest,Economy,Independent,Independent,Existing,Open,,,,,5235 College Corner Pike,Oxford,OH,45056,1935,2019,06/01/1980,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,30,1,09/09/9999,18161C0150C,39017C,0150C,No,100-year and 500-year Floodplain,Economy,39.518935,-84.758649
104,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn Dayton Fairborn Nutter Center,"Dayton/Springfield, OH",Dayton North/Fairborn,Economy,Economy,Franchise,Existing,Open,,,,,2580 Colonel Glenn Hwy,Fairborn,OH,45324,1990,,12/01/1990,Monthly,,,,Suburban,Hotel,No,No,Exterior,3,80,0.769230769,03/08/2022,39057C0018E,39057C,0018E,No,100-year and 500-year Floodplain,Economy,39.788494,-84.04381
80,,,,Executive Inn,"Dayton/Springfield, OH",Springfield and Surrounding,Economy,Independent,Independent,Existing,Open,,,,,325 W Columbia St,Springfield,OH,45504,1963,,01/01/1963,,1,400,400,Suburban,Hotel,No,No,Exterior,2,55,0.6875,02/17/2010,39023C0187E,39023C,0187E,No,100-year and 500-year Floodplain,Economy,39.926196,-83.817006
56,,,,Blue Stone Inn,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,1809 Columbus Ave,Washington Court House,OH,43160,1988,,06/01/1988,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,,,,,No,,Economy,39.549053,-83.424672
25,,,,Seacrest Motel,Ohio Area,Sandusky/Port Clinton,Economy,Independent,Independent,Existing,Open,,,,,2529 Columbus Ave,Sandusky,OH,44870,1974,,06/01/1974,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,28,1.12,08/28/2008,39043C0087D,39043C,0087D,No,100-year and 500-year Floodplain,Economy,41.445866,-82.705655
30,,,,Sunset Motel,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,135 Columbus Rd,Athens,OH,45701,1951,2001,09/01/1951,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,35,1.166666667,09/26/2024,39009C0230D,39009C,0230D,No,100-year and 500-year Floodplain,Economy,39.350957,-82.096786
58,Country Hearth Inn,0,Sonesta International Hotels Corp,Country Hearth Inn & Suites Kenton,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,902 E Columbus St,Kenton,OH,43326,1996,2008,08/01/1996,,1,700,700,Small Metro/Town,Hotel,No,No,Interior,2,58,1,07/03/2024,39065C0213D,39065C,0213D,No,100-year and 500-year Floodplain,Economy,40.64988,-83.594861
37,,,,Lancaster Motel,Columbus,Columbus Rural Areas,Economy,Independent,Independent,Existing,Open,,,,,533 S Columbus St,Lancaster,OH,43130,1946,,06/01/1946,,,,,Suburban,Hotel,No,No,Exterior,1,33,0.891891892,07/19/2018,39045C0253H,39045C,0253H,No,100-year and 500-year Floodplain,Economy,39.707802,-82.600778
53,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Middletown,"Cincinnati, OH",Cincinnati Northeast,Economy,Economy,Franchise,Existing,Open,,,,,3458 Commerce Dr,Franklin,OH,45005-5229,1986,,05/01/1986,Monthly,,,,Interstate,Hotel,No,No,Interior,2,54,1.018867925,,,,,No,,Economy,39.571744,-84.264426
51,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn and Suites Middletown - Franklin,"Cincinnati, OH",Cincinnati Northeast,Economy,Economy,Franchise,Existing,Open,,,,,3510 Commerce Dr,Franklin,OH,45005,1993,2014,10/01/1993,Monthly,,,,Interstate,Hotel,No,No,Interior,2,60,1.176470588,,,,,No,,Economy,39.571852,-84.264306
49,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Franklin/Middletown Area,"Cincinnati, OH",Cincinnati Northeast,Economy,Economy,Franchise,Existing,Open,,,,,3553 Commerce Dr,Middletown,OH,45005,1986,,10/01/1986,Monthly,,,,Interstate,Hotel,No,No,Interior,2,,,,,,,No,,Economy,39.495418,-84.322523
38,Econo Lodge,0,"Choice Hotels International, Inc.",Econo Lodge Franklin,"Cincinnati, OH",Cincinnati Northeast,Economy,Economy,Franchise,Existing,Open,,,,,251 Conover Dr,Franklin,OH,45005,1976,,01/01/1988,Monthly,,,,Interstate,Hotel,No,No,Interior,2,31,0.815789474,04/23/2025,39165C0017F,39165C,0017F,No,100-year and 500-year Floodplain,Economy,39.562411,-84.275942
80,Knights Inn,0,Sonesta International Hotels Corp,Knights Inn Canton,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,3950 Convenience Dr NW,Canton,OH,44718-2661,1981,1999,06/01/1981,,,,,Suburban,Hotel,No,No,Exterior,1,134,1.675,09/29/2011,39151C0206E,39151C,0206E,No,100-year and 500-year Floodplain,Economy,40.798546,-81.374951
39,Country Hearth Inn,0,Sonesta International Hotels Corp,Country Hearth Inn Willard  Inn & Suites,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,1201 S Conwell Ave,Willard,OH,44890,1999,,05/01/1999,,,,,Small Metro/Town,Hotel,No,No,Interior,2,114,2.923076923,01/19/2011,39077C0312D,39077C,0312D,No,100-year and 500-year Floodplain,Economy,41.053113,-82.726296
55,Travelodge,0,Wyndham Hotels & Resorts,Travelodge by Wyndham Holland/Toledo,Ohio Area,Toledo,Economy,Economy,Franchise,Existing,Temporarily Closed,,,,,1214 B Corporate Dr,Holland,OH,43528-8459,1981,2021,12/29/2022,Monthly,,,,Suburban,Hotel,No,No,Exterior,2,131,2.381818182,09/02/2011,39173C0005D,39095C,0005D,No,100-year and 500-year Floodplain,Economy,41.621718,-83.711604
74,,,,Airport Inn & Parking,"Dayton/Springfield, OH",Dayton North/Fairborn,Economy,Independent,Independent,Existing,Open,,,,,75 Corporate Center Dr,Vandalia,OH,45377,1986,,12/01/1986,,3,2400,2400,Suburban,Hotel,No,No,Exterior,1,90,1.216216216,08/02/2011,39109C0265E,39113C,0265E,No,100-year and 500-year Floodplain,Economy,39.888412,-84.221503
58,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Akron S/Green/Uniontown OH,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,1605 Corporate Woods Pky,Uniontown,OH,44685,1998,,09/01/1998,Monthly,1,400,400,Interstate,Hotel,No,No,Interior,3,60,1.034482759,08/18/2009,39133C0325D,39153C,0325D,No,100-year and 500-year Floodplain,Economy,40.963386,-81.467202
48,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Mt. Vernon,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,1000 Coshocton Ave,Mount Vernon,OH,43050,1993,,07/01/1993,Monthly,,,,Small Metro/Town,Hotel,No,No,Interior,2,,,07/07/2009,39083C0189D,39083C,0189D,No,100-year and 500-year Floodplain,Economy,40.393396,-82.485718
140,,,,Hotel RL Cleveland Airport West,"Cleveland, OH",Cleveland Airport/Westlake,Economy,Independent,Independent,Existing,Open,,,,,25070 Country Club Blvd,North Olmsted,OH,44070,1989,2026,08/01/1989,,3,3525,1600,Airport,Hotel,No,No,Interior,6,144,1.028571429,12/03/2010,39035C0142E,39035C,0142E,No,100-year and 500-year Floodplain,Economy,41.416408,-81.900801
60,Motel 6,0,G6 Hospitality LLC,"Motel 6 Ashland, OH",Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,1423 County Road 1575,Ashland,OH,44805-9753,1992,,08/01/1992,Monthly,,,,Interstate,Hotel,No,No,Exterior,2,60,1,08/18/2009,39005C0235E,39005C,0235E,No,100-year and 500-year Floodplain,Economy,40.841411,-82.244731
30,,,,The Resort At Erie Landing,Ohio Area,Sandusky/Port Clinton,Economy,Independent,Independent,Existing,Open,,,,,4495 W Darr Hopfinger Rd,Port Clinton,OH,43452,1987,,06/01/1987,,3,4000,3500,Small Metro/Town,Hotel,No,Yes,Interior,2,46,1.533333333,12/01/2022,39123C0120D,39123C,0120D,Yes,100-year Floodplain,Economy,41.511995,-82.937692
105,Days Inn,0,Wyndham Hotels & Resorts,Days Inn Conneaut,"Cleveland, OH",Cleveland Surrounding Areas,Economy,Economy,Franchise,Existing,Open,,,,,600 Days Blvd,Conneaut,OH,44030,1970,,08/01/1980,Monthly,3,1900,1900,Interstate,Hotel,No,No,Interior,2,150,1.428571429,02/19/2014,42049C0300D,39007C,0300D,No,100-year and 500-year Floodplain,Economy,41.919117,-80.567227
239,,,,Norwood Inn & Suites,Ohio Area,Akron,Economy,Independent,Independent,Existing,Permanently Closed,,,,,6625 Dean Memorial Pky,Hudson,OH,44236,1967,,10/01/1967,,2,11230,6435,Suburban,Hotel,No,No,Interior,2,402,1.682008368,12/03/2010,39035C0345E,39153C,0345E,No,100-year and 500-year Floodplain,Economy,41.240056,-81.440667
32,,,,Crown Inn,Ohio Area,Toledo,Economy,Independent,Independent,Existing,Permanently Closed,,,,,13051 A Deshler Rd,North Baltimore,OH,45872,1974,,06/01/1974,,,,,Interstate,Hotel,No,No,Exterior,1,26,0.8125,09/02/2011,39173C0392D,39173C,0392D,No,100-year and 500-year Floodplain,Economy,41.183006,-83.695956
49,,,,Cove Motel,"Cincinnati, OH",Cincinnati Northwest,Economy,Independent,Independent,Existing,Open,,,,,2800 Dixie Hwy,Hamilton,OH,45015,1959,,08/01/1959,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,10/19/2018,39017C0306F,39017C,0306F,No,100-year and 500-year Floodplain,Economy,39.367957,-84.546035
49,,,,Capri Motel,"Cincinnati, OH",Cincinnati Northwest,Economy,Independent,Independent,Existing,Open,,,,,3256 Dixie Hwy,Hamilton,OH,45014-1101,1958,,05/01/1967,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,61,1.244897959,10/19/2018,39017C0306F,39017C,0306F,No,100-year and 500-year Floodplain,Economy,39.362025,-84.542063
25,,,,Carriage Inn,"Cincinnati, OH",Cincinnati Northwest,Economy,Independent,Independent,Existing,Open,,,,,6419 Dixie Hwy,Fairfield,OH,45014,1970,,06/01/1976,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,50,2,10/19/2018,39017C0309F,39017C,0309F,No,100-year and 500-year Floodplain,Economy,39.321334,-84.503253
39,,,,Economy Inn,Ohio Area,Toledo,Economy,Independent,Independent,Existing,Open,,,,,26054 Dixie Hwy,Perrysburg,OH,43551,1973,,07/01/1973,,,,,Suburban,Hotel,No,No,Exterior,2,,,09/02/2011,39173C0020D,39173C,0020D,No,100-year and 500-year Floodplain,Economy,41.529048,-83.636921
38,,,,Travelers Motel North,"Dayton/Springfield, OH",Dayton North/Fairborn,Economy,Independent,Independent,Existing,Open,,,,,2833 N Dixie Dr,Dayton,OH,45414,1976,,06/01/1976,,,,,Suburban,Hotel,No,No,Exterior,1,40,1.052631579,01/06/2005,39113C0162E,39113C,0162E,No,500-year Floodplain,Economy,39.803067,-84.195099
46,,,,Budget Inn,"Dayton/Springfield, OH",Dayton South,Economy,Independent,Independent,Existing,Open,,,,,2700 S Dixie Dr,Dayton,OH,45409,1956,,03/01/1956,,,,,Suburban,Hotel,No,No,Exterior,1,60,1.304347826,01/06/2005,39113C0254E,39113C,0254E,No,100-year and 500-year Floodplain,Economy,39.758948,-84.191607
50,,,,Relax Inn,"Dayton/Springfield, OH",Dayton South,Economy,Independent,Independent,Existing,Open,,,,,3333 S Dixie Dr,Moraine,OH,45439,1951,,01/01/1951,,,,,Suburban,Hotel,No,No,Exterior,1,50,1,01/06/2005,39113C0254E,39113C,0254E,No,100-year and 500-year Floodplain,Economy,39.702247,-84.203114
69,,,,Red Horse Motel,"Dayton/Springfield, OH",Dayton South,Economy,Independent,Independent,Existing,Open,,,,,4625 S Dixie Dr,Dayton,OH,45439,1959,,03/01/1963,,,,,Suburban,Hotel,No,No,Exterior,1,100,1.449275362,01/06/2005,39113C0253E,39113C,0253E,No,100-year and 500-year Floodplain,Economy,39.758948,-84.191607
80,Motel 6,0,G6 Hospitality LLC,"Motel 6 Troy, OH","Dayton/Springfield, OH",Springfield and Surrounding,Economy,Economy,Franchise,Existing,Open,,,,,1260 S Dorset Rd,Troy,OH,45373,1970,2017,11/01/1970,Monthly,,,,Interstate,Hotel,No,No,Exterior,2,98,1.225,06/05/2020,39109C0163F,39109C,0163F,Yes,100-year Floodplain,Economy,40.030569,-84.227978
129,,,,Magnuson Hotel Sharonville,"Cincinnati, OH",Sharonville/Blue Ash,Economy,Independent,Independent,Existing,Permanently Closed,,,,,11171 Dowlin Dr,Cincinnati,OH,45241-1835,1990,2015,08/01/1990,,,,,Suburban,Hotel,No,No,Interior,3,118,0.914728682,02/17/2010,39061C0089E,39061C,0089E,Yes,100-year Floodplain,Economy,39.101454,-84.51246
58,,,,East Liverpool Motor Lodge,Ohio Area,Youngstown/Warren,Economy,Independent,Independent,Existing,Permanently Closed,,,,,2340 Dresden Ave,East Liverpool,OH,43920,1982,,06/01/1988,,,12800,8000,Small Metro/Town,Hotel,No,No,Interior,2,250,4.310344828,08/17/2015,42007C0125D,39029C,0125D,No,100-year and 500-year Floodplain,Economy,40.641636,-80.586092
75,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn Dayton - Moraine/U of Dayton,"Dayton/Springfield, OH",Dayton South,Economy,Economy,Franchise,Existing,Open,,,,,2450 Dryden Rd,Moraine,OH,45439,1975,2023,06/01/1975,Monthly,,,,Suburban,Hotel,No,No,Exterior,2,84,1.12,01/06/2005,39113C0252E,39113C,0252E,No,500-year Floodplain,Economy,39.719676,-84.217731
165,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Columbus,Columbus,Columbus North,Economy,Economy,Franchise,Existing,Open,,,,,1078 E Dublin Granville Rd,Columbus,OH,43229,1973,,02/01/1973,Monthly,,,,Suburban,Hotel,No,No,Interior,2,148,0.896969697,06/17/2008,39049C0178K,39049C,0178K,No,100-year and 500-year Floodplain,Economy,40.089686,-82.989388
135,Howard Johnson,0,Wyndham Hotels & Resorts,Howard Johnson by Wyndham Columbus State Fairgrounds I-71,Columbus,Columbus North,Economy,Economy,Franchise,Existing,Open,,,,,1213 E Dublin Granville Rd,Columbus,OH,43229,1969,2004,06/01/1972,Monthly,2,4000,3200,Suburban,Hotel,No,No,Interior,2,235,1.740740741,06/17/2008,39049C0178K,39049C,0178K,No,100-year and 500-year Floodplain,Economy,40.086405,-82.98554
82,Americas Best Value Inn,0,Sonesta International Hotels Corp,Americas Best Value Inn Columbus,Columbus,Columbus North,Economy,Economy,Franchise,Existing,Permanently Closed,,,,,1289 E Dublin Granville Rd,Columbus,OH,43229,1970,,10/01/1970,,,,,Suburban,Hotel,No,No,Exterior,2,103,1.256097561,06/17/2008,39049C0178K,39049C,0178K,No,100-year and 500-year Floodplain,Economy,40.086827,-82.982693
136,InTown Suites,Extended Stay,InTown Suites,InTown Suites Extended Stay Columbus OH - North,Columbus,Columbus North,Economy,Economy,Chain Management,Existing,Open,,,,,2420 E Dublin Granville Rd,Columbus,OH,43229,1997,,01/01/1998,Monthly,,,,Suburban,Hotel,No,Yes,Interior,3,129,0.948529412,06/17/2008,39049C0179K,39049C,0179K,No,100-year and 500-year Floodplain,Economy,40.085527,-82.954104
83,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn Columbus Ohio State Fairgrounds,Columbus,Columbus North,Economy,Economy,Franchise,Existing,Open,,,,,1221 E Dublin-Granville Rd,Columbus,OH,43229,1969,,06/01/1985,Monthly,,,,Suburban,Hotel,No,No,Interior,2,86,1.036144578,06/17/2008,39049C0178K,39049C,0178K,No,100-year and 500-year Floodplain,Economy,40.086324,-82.98449
40,Americas Best Value Inn,0,Sonesta International Hotels Corp,Americas Best Value Inn Maumee Toledo,Ohio Area,Toledo,Economy,Economy,Franchise,Existing,Open,,,,,150 Dussel Dr,Maumee,OH,43537,1986,2011,08/01/1986,,,,,Suburban,Hotel,No,No,Exterior,2,75,1.875,09/02/2011,39173C0010D,39095C,0010D,No,100-year and 500-year Floodplain,Economy,41.580171,-83.679381
40,,,,Budget Inn Toledo Maumee,Ohio Area,Toledo,Economy,Independent,Independent,Existing,Open,,,,,156 Dussel Dr,Maumee,OH,43537,1986,,07/01/2010,,,,,Suburban,Hotel,No,No,Exterior,2,48,1.2,09/02/2011,39173C0010D,39095C,0010D,No,100-year and 500-year Floodplain,Economy,41.580187,-83.679239
30,Travelodge,0,Wyndham Hotels & Resorts,Travelodge by Wyndham Zanesville,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Permanently Closed,,,,,4645 East Pike,Zanesville,OH,43701,1963,2018,08/01/2019,,,,,Interstate,Hotel,No,No,Interior,2,197,6.566666667,07/06/2010,39119C0310G,39119C,0310G,No,100-year and 500-year Floodplain,Economy,39.964911,-81.905822
63,Motel 6,0,G6 Hospitality LLC,Motel 6 Cleveland - Medina,"Cleveland, OH",Cleveland Surrounding Areas,Economy,Economy,Franchise,Existing,Open,,,,,3122 Eastpointe Dr,Medina,OH,44256,2000,,07/27/2000,Monthly,,,,Suburban,Hotel,No,No,Interior,3,75,1.19047619,08/19/2013,39103C0170E,39103C,0170E,No,100-year and 500-year Floodplain,Economy,41.137197,-81.800171
86,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn Cleveland Medina,"Cleveland, OH",Cleveland Surrounding Areas,Economy,Economy,Franchise,Existing,Open,,,,,5021 Eastpointe Dr,Medina,OH,44256,1985,,01/01/1988,Monthly,,,,Suburban,Hotel,No,No,Exterior,2,145,1.686046512,08/19/2013,39103C0170E,39103C,0170E,No,100-year and 500-year Floodplain,Economy,41.137596,-81.797036
43,Travelodge,0,Wyndham Hotels & Resorts,Travelodge by Wyndham Cleveland Lakewood,"Cleveland, OH",Cleveland CBD/Independence,Economy,Economy,Franchise,Existing,Open,,,,,11837 Edgewater Dr,Lakewood,OH,44107,1975,1999,06/01/1975,Monthly,,,,Suburban,Hotel,No,No,Interior,2,,,08/15/2019,39035C0157F,39035C,0157F,No,100-year and 500-year Floodplain,Economy,41.49014,-81.77088
61,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Kent/Akron Area,Ohio Area,Akron,Economy,Economy,Franchise,Existing,Open,,,,,4380 Edson Rd,Kent,OH,44240,1988,,03/01/1989,Monthly,,,,Small Metro/Town,Hotel,No,No,Interior,3,69,1.131147541,08/18/2009,39133C0226D,39133C,0226D,No,100-year and 500-year Floodplain,Economy,41.108706,-81.345505
66,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Kent - Akron,Ohio Area,Akron,Economy,Economy,Franchise,Existing,Open,,,,,4422 Edson Rd,Kent,OH,44240,1989,,08/01/1989,Monthly,,,,Small Metro/Town,Hotel,No,No,Exterior,2,43,0.651515152,08/18/2009,39133C0226D,39133C,0226D,No,100-year and 500-year Floodplain,Economy,41.109462,-81.345363
119,Extended Stay America Select Suites,Extended Stay,Extended Stay America,Extended Stay America Select Suites Cleveland - Mentor,"Cleveland, OH",Cleveland Surrounding Areas,Economy,Economy,Chain Management,Existing,Open,,,,,5650 Emerald Ct,Mentor,OH,44060,2008,,12/01/2008,Monthly,,,,Suburban,Hotel,No,Yes,Interior,3,136,1.142857143,,,,,No,,Economy,41.716765,-81.295817
124,Extended Stay America Select Suites,Extended Stay,Extended Stay America,Extended Stay America Select Suites Cleveland Airport,"Cleveland, OH",Cleveland Airport/Westlake,Economy,Economy,Chain Management,Existing,Open,,,,,20829 Emerald Pky,Cleveland,OH,44135230,2014,,10/01/2014,Monthly,,,,Airport,Hotel,No,Yes,Interior,3,150,1.209677419,,,,,No,,Economy,41.427895,-81.845192
50,SureStay,0,BWH Hotels,SureStay by Best Western Findlay,Ohio Area,Lima/Findlay,Economy,Economy,Franchise,Existing,Open,,,,,316 Emma St,Findlay,OH,45840,1973,2022,06/01/1975,Monthly,,,,Interstate,Hotel,No,No,Exterior,2,48,0.96,06/02/2011,39063C0216E,39063C,0216E,No,100-year and 500-year Floodplain,Economy,41.041097,-83.674922
