KL Market,KL Submarket,Census Property ID,Property Name,Chain Scale,Chain Class,Brand Name,Company Name,Property Size,SF Meeting Space,Address,City,State,Postal Code,Open Date,Closed Date,Property Status,Latitude,Longitude
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",148939,Home2 Suites by Hilton Marysville,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,100,475,400 Colemans Crossing Blvd,Marysville,OH,43040,,,Active / Open,40.2341,-83.3473
"Columbus, OH","Downtown Columbus - Columbus, OH",249690,Fawcett Center Hotel,Independent,Upscale,Independent,Independent,70,,2400 Olentangy River Rd,Columbus,OH,43210,,2100-01-01 00:00:00,Active / Open,40.0107,-83.0209
"Columbus, OH","Columbus West - Columbus, OH",191640,Royal Inn Motel,Independent,Midscale,Independent,Independent,22,0,2330 Westbelt Dr,Columbus,OH,43228,,,Active / Open,40.0014,-83.1234
"Cleveland, OH","Avon/I90 West - Cleveland, OH",144809,Courtyard by Marriott Cleveland Elyria,Upscale,Upscale,Courtyard,Marriott International,104,1564,1755 Travelers Ln,Elyria,OH,44035,,,Active / Open,41.3913,-82.1132
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",248195,Comfort Suites,Upper Midscale,Upper Midscale,Comfort Suites,"Choice Hotels International, Inc.",84,,Lydia Dr & Colemans Crossing Blvd,Marysville,OH,43040,,2100-01-01 00:00:00,Active / Open,40.2387,-83.3503
"Dayton, OH","Downtown/DAY Airport - Dayton, OH",247302,Dayton Airport Hotel,Independent,Upper Midscale,Independent,Independent,127,,3330 Terminal Dr,Vandalia,OH,45377,,,Active / Open,39.895,-84.2267
"Dayton, OH","Dayton Northeast/Fairborn - Dayton, OH",185904,SpringHill Suites by Marriott Dayton Beavercreek,Upscale,Upscale,SpringHill Suites,Marriott International,118,0,2663 Fairfield Commons Drive,New Germany,OH,45431,,2017-10-22 00:00:00,Permanently Closed,39.7693,-84.0597
"Cleveland, OH","Cleveland Southeast - Cleveland, OH",101731,Highlander Inn,Independent,Economy,Independent,Independent,80,,4353 Northfield Rd,Cleveland,OH,44128,,2022-09-03 00:00:00,Permanently Closed,41.4419,-81.526
"Cincinnati, OH","Downtown Cincinnati - Cincinnati, OH",105631,Garfield Suites Hotel,Independent,Midscale,Independent,Independent,152,8000,2 Garfield Pl,Cincinnati,OH,45202,,2016-11-01 00:00:00,Permanently Closed,39.1047,-84.5141
"Cincinnati, OH","Cincinnati North - Cincinnati, OH",103017,Budget Inn,Independent,Economy,Independent,Independent,75,,4670 Dixie Hwy,Fairfield,OH,45014,,2100-01-01 00:00:00,Active / Open,39.3495,-84.5412
"Columbus, OH","Downtown Columbus - Columbus, OH",150447,Canopy By Hilton Columbus Downtown Short North,Upper Upscale,Upper Upscale,Canopy by Hilton,Hilton Worldwide,167,1520,77 E Nationwide Blvd,Columbus,OH,43215,,,Active / Open,39.9689,-82.9998
"Cincinnati, OH","CVG Airport - Cincinnati, OH",249237,Ivy Lodge,Independent,Upper Midscale,Independent,Independent,137,,11177 Frontage Rd,Walton,OH,41094,,,Active / Open,38.9185,-84.6318
"Dayton, OH","Dayton South/Miamisburg - Dayton, OH",145043,Home2 Suites by Hilton Dayton-Centerville,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,96,0,5161 Cornerstone N Blvd,Centerville,OH,45440,,,Active / Open,39.6658,-84.1078
"Cleveland, OH","Strongsville/Medina - Cleveland, OH",157008,Candlewood Suites Cleveland South - Independence by IHG,Midscale,Midscale,Candlewood Suites,IHG Hotels & Resorts,91,0,6125 Rockside Pl,Independence,OH,44131,,,Active / Open,41.3973,-81.6487
"Cincinnati, OH","Cincinnati North - Cincinnati, OH",248168,Kings Luxury Inn,Independent,Upscale,Independent,Independent,95,,9845 Escort Dr,Mason,OH,45040,,,Active / Open,39.296,-84.3178
"Columbus, OH","Columbus South - Columbus, OH",144590,BrewDog DogHouse Columbus Hotel and Brewery,Independent,Upper Upscale,Independent,Independent,32,2000,96 Gender Rd,Canal Winchester,OH,43110,,,Active / Open,39.847,-82.8263
"Sandusky, OH","Sandusky, OH",185669,Best Budget Inn Sandusky,Independent,Economy,Independent,Independent,54,,5981 Milan Rd,Sandusky,OH,44870,,2019-12-03 00:00:00,Permanently Closed,41.3972,-82.6529
"Toledo, OH","Toledo West - Toledo, OH",247561,Zoeva Tower,Independent,Upscale,Independent,Independent,150,,117 Jefferson Ave,Toledo,OH,43604,,2100-01-01 00:00:00,Active / Open,41.6494,-83.5349
"Ohio State Area, OH","Ohio South - Ohio State Area, OH",105648,Hotel by the River,Midscale,Midscale,Magnuson,Magnuson Companies LLC,47,,279 Muskingum Dr,Marietta,OH,45750,,2100-01-01 00:00:00,Active / Open,39.4369,-81.464
"Columbus, OH","CMH Airport - Columbus, OH",102341,Brookside Motel,Independent,Upper Midscale,Independent,Independent,32,0,3020 E Main St,Columbus,OH,43209,,,Active / Open,39.9567,-82.9177
"Cleveland, OH","Downtown Cleveland - Cleveland, OH",100383,Cleveland Clinic Guesthouse,Independent,Midscale,Independent,Independent,231,0,9601 Euclid Ave,Cleveland,OH,44106,,2022-04-01 00:00:00,Permanently Closed,41.5037,-81.62
"Cincinnati, OH","CVG Airport - Cincinnati, OH",143905,Red Roof Inn,Economy,Economy,Red Roof Inn,Red Roof Group,135,,599 Donaldson Rd,Erlanger,OH,41018,,2020-08-03 00:00:00,Permanently Closed,39.0625,-84.6599
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",143426,Berlin Encore Hotel & Suites,Independent,Upper Midscale,Independent,Independent,81,0,4365 OH-39,Berlin,OH,44610,,,Active / Open,40.5511,-81.7768
"Cincinnati, OH","Cincinnati North - Cincinnati, OH",106149,Tri County Inn,Independent,Economy,Independent,Independent,106,,10110 Princeton Glendale Rd,Cincinnati,OH,45246,,2100-01-01 00:00:00,Active / Open,39.3058,-84.4647
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",101997,East Liverpool Motor Lodge,Independent,Economy,Independent,Independent,58,12800,2340 Dresden Ave,East Liverpool,OH,43920,,2020-06-01 00:00:00,Permanently Closed,40.6435,-80.5863
"Ohio State Area, OH","Mansfield/Ashland - Ohio State Area, OH",101612,"Motel 6 Bellville, OH - Mid-Ohio",Economy,Economy,Motel 6,G6 Hospitality LLC,48,0,848 State Rte 97 W,Bellville,OH,44813,,2100-01-01 00:00:00,Active / Open,40.6487,-82.5413
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",194370,Home2 Suites by Hilton Bowling Green,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,101,5775,1630 E Wooster St,Bowling Green,OH,43402,,,Active / Open,41.3735,-83.6206
"Cleveland, OH","Cleveland Heights - Cleveland, OH",102884,Mosley Motel,Independent,Upscale,Independent,Independent,100,0,28500 Euclid Ave,Wickliffe,OH,44092,,2018-04-02 00:00:00,Permanently Closed,41.5965,-81.4895
"Cincinnati, OH","Cincinnati North - Cincinnati, OH",249306,Home2 Suites by Hilton Springdale Cincinnati,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,108,,425 N Commerce Way,Cincinnati,OH,45246,,,Active / Open,39.297,-84.4819
"Cleveland, OH","Cleveland Southeast - Cleveland, OH",173459,Hyatt Place Cleveland / Lyndhurst / Legacy Village,Upscale,Upscale,Hyatt Place,Hyatt Hotels Corporation,135,0,24665 Cedar Road,Cleveland,OH,44124,,2017-10-22 00:00:00,Permanently Closed,41.5014,-81.5012
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",191657,M & D Suburban Inn,Independent,Midscale,Independent,Independent,20,0,7975 State Rte 15,Bryan,OH,43506,,2100-01-01 00:00:00,Active / Open,41.4667,-84.5591
"Sandusky, OH","Sandusky, OH",100943,Motel Boutique by Wolf Inn,Independent,Economy,Independent,Independent,58,0,12211 US Hwy 250 N,Milan,OH,44846,,,Active / Open,41.3191,-82.6138
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",247804,Top Inn,Independent,Midscale,Independent,Independent,50,,308 N Main St,Bellefontaine,OH,43311,,,Active / Open,40.3644,-83.7588
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",133446,The Rivers Edge Executive Suites,Independent,Upper Upscale,Independent,Independent,244,99,1348 North River Road,Tiffin,OH,44883,,2100-01-01 00:00:00,Temporarily Closed,41.1435,-83.1569
"Cincinnati, OH","Downtown Cincinnati - Cincinnati, OH",168347,NATIONAL DREXEL AT OAKLEY,Independent,Midscale,Independent,Independent,200,99,3827 Paxton Ave,Cincinnati,OH,45209,,,Active / Open,39.147,-84.429
"Youngstown, OH","Youngstown, OH",159968,Home2 Suites By Hilton Youngstown West - Austintown,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,87,0,5580 Interstate Blvd,Youngstown,OH,44515,,2019-03-03 00:00:00,Permanently Closed,41.1201,-80.7693
"Ohio State Area, OH","I70 Corridor - Ohio State Area, OH",248009,Salt Fork Lodge & Conference Center,Independent,Upscale,Independent,Independent,202,,14755 Cadiz Rd,Lore City,OH,43755,,2100-01-01 00:00:00,Active / Open,40.0776,-81.4691
"Cleveland, OH","Downtown Cleveland - Cleveland, OH",148938,Tru by Hilton Cleveland Midtown,Midscale,Midscale,Tru by Hilton,Hilton Worldwide,114,0,6955 Euclid Ave,Cleveland,OH,44103,,,Active / Open,41.5045,-81.6418
"Cincinnati, OH","Cincinnati North - Cincinnati, OH",248309,Holiday Inn,Upper Midscale,Upper Midscale,Holiday Inn,IHG Hotels & Resorts,90,,7500 Tylers Place Blvd,West Chester,OH,45069,,2100-01-01 00:00:00,Active / Open,39.3604,-84.3708
"Dayton, OH","Downtown/DAY Airport - Dayton, OH",145613,Holiday Inn Express & Suites Dayton SW - University Area by IHG,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,96,1089,2140 S Edwin C Moses Blvd,Dayton,OH,45417,,,Active / Open,39.732,-84.2069
"Dayton, OH","Downtown/DAY Airport - Dayton, OH",247395,Park Way Inn,Independent,Midscale,Independent,Independent,108,,2221 Wagoner Ford Rd,Dayton,OH,45414,,,Active / Open,39.7997,-84.1908
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",248357,Carlisle Village Inn,Independent,Upper Upscale,Independent,Independent,52,,1949 SR 515,Walnut Creek,OH,44687,,,Active / Open,40.5747,-81.7132
"Cincinnati, OH","Downtown Cincinnati - Cincinnati, OH",246694,Quality Inn & Suites Central Cincinnati,Midscale,Midscale,Quality Inn,"Choice Hotels International, Inc.",148,,4747 Montgomery Rd,Cincinnati,OH,45212,,,Active / Open,39.1633,-84.4557
"Akron, OH","Akron - Akron, OH",249585,America's Best Value,Economy,Economy,Americas Best Value Inn,Sonesta International Hotels Corp,102,,4363 Rt 43,Kent,OH,44240,,,Active / Open,41.1441,-81.3583
"Cincinnati, OH","Cincinnati North - Cincinnati, OH",100966,Travel Inn,Independent,Economy,Independent,Independent,122,0,2000 E Kemper Rd,Sharonville,OH,45241,,,Active / Open,39.2854,-84.4395
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",131347,Beachfront Resort,Independent,Upper Midscale,Independent,Independent,18,99,252 W Lakeshore Dr,Port Clinton,OH,43452,,,Active / Open,41.5174,-82.9439
"Cleveland, OH","Avon/I90 West - Cleveland, OH",249069,Aqua Marine Hotel & Resort,Independent,Upper Upscale,Independent,Independent,249,,216 Miller Rd,Avon Lake,OH,44012,,,Active / Open,41.496,-82.0618
"Akron, OH","Canton - Akron, OH",100469,Perry Inn,Independent,Midscale,Independent,Independent,48,0,4531 Lincoln Way E,Massillon,OH,44646,,,Active / Open,40.7922,-81.4506
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",106048,Sauder Heritage Inn,Independent,Economy,Independent,Independent,99,,22611 State Rte 2,Archbold,OH,43502,,2100-01-01 00:00:00,Active / Open,41.5414,-84.3033
"Toledo, OH","Toledo East - Toledo, OH",246992,Maumee Bay Park Resort & Conference Center,Independent,Upper Upscale,Independent,Independent,144,,1750 Park Rd,Oregon,OH,43616,,,Active / Open,41.6437,-83.4869
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",147906,Edgewater Hotel & Suites,Independent,Upper Upscale,Independent,Independent,10,0,266 Delaware Ave Suite 916,Put-In-Bay,OH,43456,,,Active / Open,41.6527,-82.8185
"Sandusky, OH","Sandusky, OH",144075,The Cedar,Independent,Midscale,Independent,Independent,12,0,903 E Bayview Dr,Sandusky,OH,44870,,,Active / Open,41.4704,-82.8232
"Cincinnati, OH","Franklin - Cincinnati, OH",105381,The Manchester Inn & Conf Ctr,Independent,Economy,Independent,Independent,78,13000,1027 Manchester Ave,Middletown,OH,45044,,2020-06-01 00:00:00,Permanently Closed,39.5183,-84.4033
"Toledo, OH","Toledo East - Toledo, OH",145407,TownePlace Suites by Marriott Toledo Oregon,Upper Midscale,Upper Midscale,TownePlace Suites,Marriott International,101,284,2851 Navarre Ave,Oregon,OH,43616,,,Active / Open,41.6382,-83.4794
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",158556,West Bank Inn,Independent,Midscale,Independent,Independent,14,0,1055 W Bank Rd,Celina,OH,45822,,,Active / Open,40.5359,-84.5746
"Columbus, OH","Columbus South - Columbus, OH",193029,Budgetel Inn & Suites,Economy,Economy,Budgetel,"Hospitality Lodging Systems, LLC",78,250,4320 Groves Rd,Columbus,OH,43232,,,Active / Open,39.9306,-82.8818
"Cincinnati, OH","Downtown Cincinnati - Cincinnati, OH",265815,Home2 Suites by Hilton Cincinnati Downtown,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,112,,616 Race St,Cincinnati,OH,45202,2027-01-07 00:00:00,,In Construction,39.1028,-84.5148
"Dayton, OH","Downtown/DAY Airport - Dayton, OH",260819,Staybridge Suites Dayton,Upscale,Upscale,Staybridge Suites,IHG Hotels & Resorts,98,,7290 Miller Ln,Dayton,OH,45414,2026-12-20 00:00:00,,In Construction,39.8525,-84.1909
"Cincinnati, OH","Cincinnati North - Cincinnati, OH",265845,LivSmart Studios by Hilton Cincinnati Sharonville,Midscale,Midscale,LivSmart Studios by Hilton,Hilton Worldwide,98,,11167 Dowlin Dr,Sharonville,OH,45241,2026-12-19 00:00:00,,In Construction,39.274,-84.439
"Columbus, OH","Columbus West - Columbus, OH",262026,Home2 Suites by Hilton Hilliard Columbus,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,104,,4530 Generosity Way,Hilliard,OH,43026,2026-12-06 00:00:00,,In Construction,40.046,-83.126
"Cincinnati, OH","Downtown Cincinnati - Cincinnati, OH",265613,Home2 Suites by Hilton Newport Cincinnati,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,144,,4th & Monmouth St,Newport,OH,41071,2026-11-18 00:00:00,,In Construction,39.0856,-84.4868
"Cleveland, OH","Avon/I90 West - Cleveland, OH",260040,Home2 Suites by Hilton Elyria,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,73,,Travelers Ln & Midway Mall,Elyria,OH,44036,2026-11-16 00:00:00,,In Construction,41.3965,-82.1156
"Cleveland, OH","Avon/I90 West - Cleveland, OH",258332,Tru by Hilton Elyria,Midscale,Midscale,Tru by Hilton,Hilton Worldwide,80,,Travelers Ln & Midway Mall,Elyria,OH,44036,2026-11-16 00:00:00,,In Construction,41.3965,-82.1156
"Dayton, OH","Springfield - Dayton, OH",262004,Home2 Suites by Hilton Springfield,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,105,,2302 St Paris Connector,Springfield,OH,45504,2026-11-12 00:00:00,,In Construction,39.9527,-83.8291
"Akron, OH","Twinsburg/Streetsboro - Akron, OH",262100,Holiday Inn Express Macedonia OH,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,99,,20 S Park Dr,Macedonia,OH,44056,2026-09-30 00:00:00,,In Construction,41.3122,-81.5115
"Akron, OH","Akron West - Akron, OH",258536,Tribute Portfolio Hotel Medina,Upper Upscale,Upper Upscale,Tribute Portfolio,Marriott International,78,,257 S Court St,Medina,OH,44256,2026-08-06 00:00:00,,In Construction,41.137,-81.8647
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",258098,Fairfield by Marriott Inn & Suites Sidney,Upper Midscale,Upper Midscale,Fairfield Inn,Marriott International,84,,670 N Vandemark Rd #101,Sidney,OH,45365,2026-08-03 00:00:00,,In Construction,40.2928,-84.1875
"Cincinnati, OH","Cincinnati North - Cincinnati, OH",260838,Home2 Suites by Hilton Mason Cincinnati,Upper Midscale,Upper Midscale,Home2 Suites by Hilton,Hilton Worldwide,120,,5232 Bardes Rd,Mason,OH,45040,2026-07-24 00:00:00,,In Construction,39.2969,-84.3185
"Ohio State Area, OH","Mansfield/Ashland - Ohio State Area, OH",258530,Holiday Inn Express & Suites Bellville,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,79,,848 Rt 97 W,Bellville,OH,44813,2026-07-09 00:00:00,,In Construction,40.6487,-82.5426
"Cincinnati, OH","Cincinnati North - Cincinnati, OH",260859,Hyatt House West Chester/Cincinnati-North,Upscale,Upscale,Hyatt House,Hyatt Hotels Corporation,136,,7855 Liberty Field Dr,West Chester,OH,45069,2026-06-24 00:00:00,,In Construction,39.3675,-84.3629
"Sandusky, OH","Sandusky, OH",260808,SpringHill Suites by Marriott Sandusky,Upscale,Upscale,SpringHill Suites,Marriott International,95,,6220 Milan Rd,Sandusky,OH,44870,2026-06-23 00:00:00,,In Construction,41.3946,-82.6501
"Ohio State Area, OH","Ohio South - Ohio State Area, OH",258022,TownePlace Suites by Marriott Chillicothe,Upper Midscale,Upper Midscale,TownePlace Suites,Marriott International,96,,454 N Shawnee Ln,Chillicothe,OH,45601,2026-05-28 00:00:00,,In Construction,39.3699,-82.9792
"Columbus, OH","Newark - Columbus, OH",258065,WoodSpring Suites Hebron,Economy,Economy,WoodSpring Suites,"Choice Hotels International, Inc.",75,,130 Arrowhead Blvd,Hebron,OH,43025,2026-05-20 00:00:00,,In Construction,39.96,-82.4773
"Cincinnati, OH","Cincinnati West - Cincinnati, OH",258064,Holiday Inn Express Oxford OH,Upper Midscale,Upper Midscale,Holiday Inn Express,IHG Hotels & Resorts,96,,5470 College Corner Pike,Oxford,OH,45056,2026-04-30 00:00:00,,In Construction,39.5252,-84.765
"Toledo, OH","Toledo East - Toledo, OH",258291,TownePlace Suites,Upper Midscale,Upper Midscale,TownePlace Suites,Marriott International,112,,5501 S Wilkinson Way,Perrysburg,OH,43551,2026-03-01 00:00:00,,In Construction,41.5235,-83.6408
"Cleveland, OH","Cleveland Heights - Cleveland, OH",258468,TownePlace Suites by Marriott Mentor,Upper Midscale,Upper Midscale,TownePlace Suites,Marriott International,96,,1000 Parkside Dr,Mentor,OH,44060,2026-02-26 00:00:00,,In Construction,41.6662,-81.3396
"Ohio State Area, OH","Ohio South - Ohio State Area, OH",260041,Hawthorn Suites by Wyndham,Midscale,Midscale,Hawthorn Suites by Wyndham,Wyndham Hotels & Resorts,31,,205 Washington St,Portsmouth,OH,45662,2026-01-01 00:00:00,,Active / Open,38.7316,-82.9988
"Toledo, OH","Toledo West - Toledo, OH",187269,Travelodge by Wyndham Holland/Toledo,Economy,Economy,Travelodge,Wyndham Hotels & Resorts,55,0,1214 B Corporate Drive,Holland,OH,43528,2026-01-01 00:00:00,2100-01-01 00:00:00,Active / Open,41.6181,-83.6905
"Toledo, OH","Toledo East - Toledo, OH",260820,stayAPT Suites,Midscale,Midscale,stayAPT Suites,LGAS Brand Parent LLC,82,,9740 Clark Dr,Rossford,OH,43460,2026-01-01 00:00:00,,Active / Open,41.5661,-83.5796
"Columbus, OH","Newark - Columbus, OH",258467,Hollywood Casino Hotel,Independent,Economy,Independent,Independent,200,,200 Georgesville Rd,Columbus,OH,43004,2026-01-01 00:00:00,,Active / Open,39.9486,-83.1078
"Ohio State Area, OH","Ohio North - Ohio State Area, OH",258311,Cobblestone,Upper Midscale,Upper Midscale,Cobblestone Inn & Suites,"Cobblestone Hotels, LLC",66,,121 E Washington Jackson Rd,Eaton,OH,45320,2025-12-31 00:00:00,,Active / Open,39.766,-84.6314
"Cleveland, OH","Downtown Cleveland - Cleveland, OH",260985,Unbranded Hotel,Independent,Luxury,Independent,Independent,207,,3615 Euclid Ave,Cleveland,OH,44115,2025-12-10 00:00:00,,Active / Open,41.5038,-81.6625
